loc_rowid,pl_name,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,sy_dist,sy_disterr1,sy_disterr2
74,BD-17 63 b,Radial Velocity,2008,655.60000000,0.60000000,-0.60000000,0,1.340000,0.020000,-0.020000,0,12.800,,,0,1620.90000,38.14000,-38.14000,0,0.540000,0.005000,-0.005000,0,,,,,,,,,4714.00,93.00,-93.00,0,0.69,,,0,0.74,0.03,-0.03,0,-0.678,0.040,-0.043,0,34.4603000,0.0929000,-0.0924000
75,BD-210397 b,Radial Velocity,2023,1891.00000000,56.00000000,-48.00000000,0,2.630000,0.060000,-0.050000,0,14.000,,,0,214.00000,31.00000,-32.00000,0,0.100000,0.100000,-0.100000,0,0.02,0.00,0.00,0,,,,,4051.00,239.00,-239.00,0,0.75,0.09,-0.09,0,0.68,0.02,-0.02,0,-0.870,0.006,-0.006,0,23.7324000,0.0228000,-0.0227000
76,BD-210397 c,Radial Velocity,2023,6240.00000000,151.00000000,-156.00000000,0,5.900000,0.100000,-0.100000,0,12.900,,,0,1525.57635,190.69704,-190.69704,0,0.430000,0.050000,-0.050000,0,0.00,0.00,0.00,0,,,,,4051.00,239.00,-239.00,0,0.75,0.09,-0.09,0,0.69,0.01,-0.01,0,-0.870,0.006,-0.006,0,23.7324000,0.0228000,-0.0227000
77,CD Cet b,Radial Velocity,2020,2.29070000,0.00012000,-0.00012000,0,0.018500,0.001300,-0.001300,0,1.820,,,0,3.95000,0.42000,-0.43000,0,,,,,8.60,2.40,-2.40,0,464,18,-18,0,3130.00,51.00,-51.00,0,0.17,0.01,-0.01,0,0.16,0.01,-0.01,0,-2.533,0.008,-0.008,0,8.6071500,0.0065800,-0.0065800
78,CFBDSIR J145829+101343 b,Imaging,2011,10037.50000000,2737.50000000,-2737.50000000,0,2.600000,0.300000,-0.300000,0,12.400,,,0,3337.10000,1430.20000,-1430.20000,0,,,,,,,,,370,40,-40,0,580.50,24.50,-24.50,0,,,,,0.02,0.01,-0.01,0,,,,,23.1000000,2.4000000,-2.4000000
79,CFHTWIR-Oph 98 b,Imaging,2021,8040000.00000000,470000.00000000,-470000.00000000,0,200.000000,6.000000,-6.000000,0,20.849,0.560,-0.560,0,2479.06157,222.47988,-254.26273,0,,,,,,,,,1800,40,-40,0,2320.00,40.00,-40.00,0,0.24,0.01,-0.01,0,0.01,0.00,0.00,0,-2.850,0.060,-0.060,0,,,
80,CHXR 73 b,Imaging,2006,,,,,210.000000,,,0,12.300,,,0,3994.48600,2662.99100,-1664.36900,0,,,,,,,,,,,,,3099.00,128.00,-128.00,0,,,,,0.35,,,0,,,,,190.3740000,6.6470000,-6.2200000
81,CI Tau b,Radial Velocity,2019,8.98910000,0.02020000,-0.02020000,0,,,,,12.400,,,0,3686.82800,921.70700,-858.14100,0,0.250000,0.160000,-0.160000,0,,,,,,,,,3807.00,131.00,-131.00,0,1.88,0.09,-0.42,0,0.90,0.02,-0.02,0,-0.108,,,0,157.9980000,1.1980000,-1.1800000
82,COCONUTS-2 b,Imaging,2021,402000000.00000000,470000000.00000000,-100000000.00000000,0,7506.000000,5205.000000,-2060.000000,0,12.442,0.336,-0.336,0,2002.31896,476.74261,-603.87397,0,,,,,,,,,434,9,-9,0,3406.00,69.00,-69.00,0,0.39,0.01,-0.01,0,0.37,0.02,-0.02,0,-1.732,0.011,-0.011,0,10.8864000,0.0041000,-0.0042000
83,CT Cha b,Imaging,2007,,,,,440.000000,,,0,24.660,9.080,-6.730,0,5403.00000,1907.00000,-1907.00000,0,,,,,,,,,2600,250,-250,0,4403.00,6.00,-10.00,0,1.68,0.10,-0.16,0,,,,,-0.102,0.004,-0.004,0,190.7200000,0.7780000,-0.7710000
84,CoRoT-1 b,Transit,2008,1.50895570,0.00000640,-0.00000640,0,0.027520,0.000220,-0.000230,0,16.700,0.900,-0.900,0,327.35000,38.14000,-38.14000,0,0.000000,,,0,2852.63,,,0,1898,50,-50,0,5950.00,150.00,-150.00,0,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0,0.298,0.029,-0.031,0,787.9090000,23.4910000,-23.4910000
85,CoRoT-10 b,Transit,2010,13.24060000,0.00020000,-0.00020000,0,0.105500,0.002100,-0.002100,0,10.870,0.780,-0.780,0,874.00000,50.85000,-50.85000,0,0.530000,0.040000,-0.040000,0,,,,,600,23,-23,0,5075.00,75.00,-75.00,0,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,-0.726,0.012,-0.012,0,338.3860000,3.9865000,-3.9865000
86,CoRoT-11 b,Transit,2010,2.99433000,0.00001100,-0.00001100,0,0.043600,0.005000,-0.005000,0,16.030,0.340,-0.340,0,740.51000,108.06000,-108.06000,0,0.000000,,,0,,,,,1657,55,-55,0,6440.00,120.00,-120.00,0,1.37,0.03,-0.03,0,1.27,0.05,-0.05,0,0.378,0.023,-0.024,0,655.0370000,24.9470000,-23.2090000
87,CoRoT-12 b,Transit,2010,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,16.140,1.460,-1.460,0,291.43800,22.24700,-20.65800,0,0.070000,0.063000,-0.042000,0,661.13,,,0,1442,58,-58,0,5675.00,80.00,-80.00,0,1.12,0.10,-0.09,0,1.08,0.08,-0.07,0,0.070,0.010,-0.010,0,1126.3700000,55.7450000,-55.7450000
88,CoRoT-13 b,Transit,2010,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,9.920,0.157,-0.157,0,415.70400,20.97600,-20.97600,0,0.000000,,,0,546.53,,,0,1700,,,0,5945.00,90.00,-90.00,0,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,0.073,0.048,-0.054,0,1148.9300000,62.1200000,-56.1500000
89,CoRoT-14 b,Transit,2010,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,12.220,0.780,-0.780,0,2415.40000,190.70000,-190.70000,0,0.000000,,,0,,,,,1952,66,-66,0,6035.00,100.00,-100.00,0,1.21,0.08,-0.08,0,1.13,0.09,-0.09,0,0.119,0.079,-0.097,0,1744.6000000,173.0300000,-144.9000000
90,CoRoT-16 b,Transit,2011,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,13.110,1.790,-1.570,0,170.03200,27.01400,-26.37900,0,0.330000,0.090000,-0.100000,0,,,,,,,,,5650.00,100.00,-100.00,0,1.19,0.14,-0.13,0,1.10,0.08,-0.08,0,-0.435,0.041,-0.045,0,732.4090000,35.3440000,-32.2820000
91,CoRoT-17 b,Transit,2011,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,11.430,0.780,-0.780,0,772.29000,95.34000,-95.34000,0,0.000000,,,0,,,,,1626,31,-31,0,5740.00,80.00,-80.00,0,1.59,0.07,-0.07,0,1.04,0.10,-0.10,0,0.134,0.045,-0.050,0,1176.1200000,57.1700000,-52.1900000
92,CoRoT-18 b,Transit,2011,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,14.680,2.020,-2.020,0,1102.82000,120.77000,-120.77000,0,0.080000,,,1,823.70,,,0,1550,90,-90,0,5440.00,100.00,-100.00,0,1.00,0.13,-0.13,0,0.95,0.15,-0.15,0,-0.170,0.060,-0.060,0,764.8890000,27.6140000,-25.7840000
93,CoRoT-19 b,Transit,2011,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,14.460,0.340,-0.340,0,352.78000,19.07000,-19.07000,0,0.047000,0.045000,-0.045000,0,1103.81,,,0,2000,150,-150,0,6090.00,70.00,-70.00,0,1.65,0.04,-0.04,0,1.21,0.05,-0.05,0,0.544,0.024,-0.026,0,790.6630000,26.7370000,-25.0710000
94,CoRoT-2 b,Transit,2008,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,16.432,0.471,-0.493,0,1102.82000,69.92000,-69.92000,0,0.014300,0.007700,-0.007600,0,932.91,,,0,1521,18,-18,0,5625.00,120.00,-120.00,0,0.91,0.03,-0.03,0,0.96,0.08,-0.08,0,-0.131,0.058,-0.117,0,213.2830000,2.4850000,-2.4300000
95,CoRoT-20 b,Transit,2011,9.24285000,0.00030000,-0.00030000,0,0.090000,0.002000,-0.002000,0,9.416,0.448,-0.448,0,1366.66900,63.56600,-63.56600,0,0.590000,0.020000,-0.020000,0,180.87,,,0,1024,16,-16,0,5880.00,90.00,-90.00,0,1.02,0.05,-0.05,0,1.14,0.08,-0.08,0,0.170,0.180,-0.180,0,844.0610000,24.1710000,-22.8830000
96,CoRoT-20 c,Radial Velocity,2018,1675.00000000,19.00000000,-17.00000000,0,2.900000,0.070000,-0.070000,0,12.200,,,0,5403.11000,317.83000,-317.83000,0,0.600000,0.030000,-0.030000,0,,,,,,,,,4947.50,65.51,-52.50,0,1.37,0.03,-0.04,0,1.14,0.08,-0.08,0,0.006,0.028,-0.030,0,844.0610000,24.1710000,-22.8830000
97,CoRoT-21 b,Transit,2012,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,14.572,1.569,-1.569,0,718.29580,98.52730,-98.52730,0,0.000000,,,0,,,,,,,,,6200.00,100.00,-100.00,0,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,0.705,,,0,1398.8341969,286.4501849,-286.4501849
98,CoRoT-22 b,Transit,2014,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,4.880,0.170,-0.390,0,12.20000,14.00000,-8.80000,0,0.077000,0.300000,-0.042000,0,,,,,885,53,-280,0,5939.00,54.00,-120.00,0,1.14,0.04,-0.09,0,1.10,0.05,-0.05,0,0.014,0.019,-0.019,0,627.1580000,11.1870000,-10.8080000
99,CoRoT-23 b,Transit,2011,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,11.770,1.460,-1.460,0,889.90000,95.30000,-95.30000,0,0.160000,0.020000,-0.020000,0,,,,,1660,,,0,5900.00,100.00,-100.00,0,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,0.087,0.040,-0.044,0,1060.9700000,45.4700000,-41.9400000
100,CoRoT-24 b,Transit,2014,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,3.700,0.400,-0.400,0,5.70000,,,1,0.000000,,,0,,,,,1070,140,-140,0,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,-0.601,0.025,-0.027,0,591.5550000,16.0430000,-15.2320000
101,CoRoT-24 c,Transit,2014,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,5.000,0.500,-0.500,0,28.00000,11.00000,-11.00000,0,0.000000,,,0,,,,,850,80,-80,0,4950.00,150.00,-150.00,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,-0.601,0.025,-0.027,0,591.5550000,16.0430000,-15.2320000
102,CoRoT-25 b,Transit,2013,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,12.110,3.400,-1.120,0,85.81000,12.71000,-12.71000,0,0.000000,,,0,,,,,1330,80,-40,0,6040.00,90.00,-90.00,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,0.141,0.039,-0.042,0,1103.4800000,44.2800000,-41.0500000
103,CoRoT-26 b,Transit,2013,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,14.120,1.460,-0.780,0,165.26000,15.89000,-15.89000,0,0.000000,,,0,,,,,1600,80,-70,0,5590.00,100.00,-100.00,0,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,0.451,,,0,1045.1800000,,
104,CoRoT-27 b,Transit,2014,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,11.287,0.493,-0.493,0,3302.11000,174.80000,-174.80000,0,0.065000,,,1,,,,,1500,130,-130,0,5900.00,120.00,-120.00,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,-0.166,0.056,-0.064,0,1010.2800000,69.2600000,-61.0360000
105,CoRoT-28 b,Transit,2015,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,10.705,0.740,-0.740,0,153.82972,27.65121,-27.65121,0,0.047000,0.055000,-0.038000,0,,,,,,,,,5150.00,100.00,-100.00,0,1.78,0.11,-0.11,0,1.01,0.14,-0.14,0,0.388,0.021,-0.022,0,766.1830000,14.6850000,-14.1520000
106,CoRoT-29 b,Transit,2015,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,10.088,1.793,-1.793,0,270.15550,63.56600,-63.56600,0,0.082000,0.081000,-0.081000,0,,,,,,,,,5260.00,100.00,-100.00,0,0.90,0.12,-0.12,0,0.97,0.14,-0.14,0,-0.094,,,0,806.5070000,44.0270000,-39.7600000
107,CoRoT-3 b,Transit,2008,4.25680000,0.00000500,-0.00000500,0,0.057830,0.000850,-0.000850,0,11.320,0.780,-0.780,0,6883.91000,317.80000,-317.80000,0,0.000000,,,0,,,,,1695,57,-57,0,6740.00,140.00,-140.00,0,1.56,0.09,-0.09,0,1.37,0.09,-0.09,0,0.391,0.036,-0.039,0,768.7710000,30.7910000,-28.5450000
108,CoRoT-30 b,Transit,2020,9.06005000,0.00024000,-0.00024000,0,0.084400,0.001200,-0.001200,0,11.310,0.852,-0.852,0,921.70700,69.92260,-69.92260,0,0.007000,0.031000,-0.031000,0,,,,,,,,,5650.00,100.00,-100.00,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,-0.197,0.043,-0.047,0,1032.2300000,48.5700000,-44.4670000
109,CoRoT-31 b,Transit,2020,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,16.365,3.363,-3.363,0,266.97720,108.06220,-108.06220,0,0.020000,0.160000,-0.160000,0,,,,,,,,,5700.00,120.00,-120.00,0,2.15,0.56,-0.66,0,1.25,0.22,-0.21,0,0.398,0.075,-0.090,0,2005.7600000,169.7900000,-145.7100000
110,CoRoT-35 b,Transit,2022,3.22748000,0.00008000,-0.00008000,0,0.042900,0.000920,-0.000920,0,18.831,1.233,-1.233,0,349.61125,117.59651,-117.59651,0,0.000000,,,0,,,,,1747,62,-62,0,6390.00,130.00,-130.00,0,1.65,0.10,-0.11,0,1.01,0.07,-0.06,0,0.362,,,0,1123.2100000,55.9000000,-50.9200000
111,CoRoT-36 b,Transit,2022,5.61653100,0.00002300,-0.00002300,0,0.066000,0.007000,-0.007000,0,15.805,1.569,-1.569,0,216.12332,149.37935,-136.66622,1,0.000000,,,0,,,,,1567,35,-35,0,6730.00,140.00,-140.00,0,1.52,0.20,-0.10,0,1.32,0.09,-0.09,0,0.813,0.037,-0.030,0,925.9580000,27.7960000,-26.2470000
112,CoRoT-4 b,Transit,2008,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,13.340,0.670,-0.560,0,228.83000,25.43000,-25.43000,0,0.000000,0.100000,-0.100000,0,203.95,,,0,1074,19,-19,0,6190.00,60.00,-60.00,0,1.17,0.01,-0.03,0,1.16,0.03,-0.02,0,0.185,0.022,-0.023,0,726.4120000,15.1810000,-14.5820000
113,CoRoT-5 b,Transit,2009,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,15.558,0.516,-0.527,0,148.42000,14.93700,-7.62800,0,0.090000,0.090000,-0.040000,0,786.29,,,0,1438,39,-39,0,6100.00,65.00,-65.00,0,1.19,0.04,-0.04,0,1.00,0.02,-0.02,0,0.180,0.050,-0.050,0,882.4720000,25.6200000,-25.6200000
114,CoRoT-6 b,Transit,2009,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,13.068,0.392,-0.392,0,940.74000,108.06000,-108.06000,0,0.100000,,,1,,,,,1017,19,-19,0,6090.00,70.00,-70.00,0,1.03,0.03,-0.03,0,1.05,0.05,-0.05,0,0.026,0.020,-0.021,0,645.2940000,12.4530000,-11.9970000
115,CoRoT-7 b,Transit,2009,0.85359163,0.00000001,-0.00000001,0,0.017016,0.000170,-0.000036,0,1.681,0.112,-0.112,0,4.07661,1.01982,-1.01982,0,0.000000,,,0,,,,,1756,27,-27,0,5275.00,75.00,-75.00,0,0.83,0.04,-0.04,0,0.82,0.17,-0.17,0,-0.289,0.021,-0.015,0,159.9060000,0.9170000,-0.9060000
116,CoRoT-7 c,Radial Velocity,2009,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,2.830,,,0,8.40000,0.90000,-0.90000,0,0.000000,,,0,,,,,,,,,5256.00,91.33,-130.85,0,0.86,0.05,-0.04,0,0.90,0.12,-0.10,0,-0.289,0.021,-0.015,0,159.9060000,0.9170000,-0.9060000
117,CoRoT-7 d,Radial Velocity,2022,8.96600000,1.54600000,-1.54600000,0,,,,,4.310,,,0,17.14200,2.55200,-2.55200,0,,,,,,,,,,,,,5250.00,60.00,-60.00,0,0.84,0.01,-0.01,0,0.92,0.02,-0.02,0,-0.292,0.004,-0.004,0,159.9060000,0.9170000,-0.9060000
118,CoRoT-8 b,Transit,2010,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,6.390,0.220,-0.220,0,69.92000,9.53000,-9.53000,0,0.000000,,,0,,,,,870,14,-14,0,5080.00,80.00,-80.00,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,-0.400,0.050,-0.050,0,322.0370000,2.7140000,-2.7140000
119,CoRoT-9 b,Transit,2009,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,11.949,0.841,-0.706,0,266.97720,15.89150,-15.89150,0,0.133000,0.042000,-0.037000,0,,,,,420,16,-16,0,5625.00,80.00,-80.00,0,0.96,0.06,-0.06,0,0.96,0.04,-0.04,0,-0.254,0.012,-0.012,0,412.9800000,4.7250000,-4.6220000
120,CoRoTID 223977153 b,Transit,2017,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,6.389,0.673,-0.560,0,47.67450,31.78300,-31.78300,0,,,,,132.26,36.74,-29.39,0,938,65,-52,0,5970.00,100.00,-100.00,0,0.79,0.08,-0.09,0,1.08,0.08,-0.07,0,-0.155,0.109,-0.146,0,576.6830000,10.4360000,-10.4360000
121,DE CVn b,Eclipse Timing Variations,2018,4098.10000000,131.50000000,-131.50000000,0,5.750000,2.020000,-2.020000,0,12.400,,,0,3823.27330,955.81833,-955.81833,0,0.000000,,,0,,,,,,,,,3579.00,157.00,-157.00,0,0.42,0.01,-0.01,0,0.51,,,0,-1.574,0.092,-0.117,0,30.5225000,0.0284000,-0.0285000
122,DENIS-P J082303.1-491201 b,Astrometry,2013,246.36000000,1.38000000,-1.35000000,0,0.360000,0.010000,-0.010000,0,11.900,,,0,9057.77000,603.85000,-603.85000,0,0.345000,0.068000,-0.064000,0,,,,,,,,,,,,,,,,,0.07,0.01,-0.01,0,,,,,20.7700000,0.0800000,-0.0800000
123,DH Tau b,Imaging,2004,,,,,330.000000,,,0,30.264,8.967,-8.967,0,3496.00000,3178.00000,-953.00000,0,,,,,,,,,2200,,,0,4371.00,137.00,-137.00,0,0.27,0.07,-0.07,0,0.33,,,0,-0.212,,,0,134.8460000,1.2820000,-1.2580000
124,DMPP-1 b,Radial Velocity,2019,18.57000000,0.01000000,-0.01000000,0,0.146200,0.001200,-0.001200,0,5.290,,,0,24.27000,1.16000,-1.59000,0,0.083000,,,1,,,,,877,,,0,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,0.320,0.002,-0.002,0,62.5388000,0.1782000,-0.1773000
125,DMPP-1 c,Radial Velocity,2019,6.58400000,0.00300000,-0.00200000,0,0.073300,0.000600,-0.000700,0,3.060,,,0,9.60000,0.53000,-1.58000,0,0.057000,,,1,,,,,1239,,,0,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,0.320,0.002,-0.002,0,62.5388000,0.1782000,-0.1773000
126,DMPP-1 d,Radial Velocity,2019,2.88200000,0.00100000,-0.00100000,0,0.042200,0.000400,-0.000300,0,1.650,,,0,3.35000,0.38000,-0.34000,0,0.070000,,,1,,,,,1632,,,0,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,0.320,0.002,-0.002,0,62.5388000,0.1782000,-0.1773000
127,DMPP-1 e,Radial Velocity,2019,5.51600000,0.00200000,-0.00400000,0,0.065100,0.000500,-0.000500,0,1.860,,,0,4.13000,0.66000,-1.14000,0,0.070000,,,1,,,,,1314,,,0,6196.00,29.00,-29.00,0,1.26,0.02,-0.02,0,1.21,0.03,-0.03,0,0.320,0.002,-0.002,0,62.5388000,0.1782000,-0.1773000
128,DMPP-2 b,Radial Velocity,2019,5.20720000,0.00020000,-0.00550000,0,0.066400,0.000500,-0.000500,0,14.300,,,0,138.89171,9.53490,-18.75197,0,0.078000,,,0,,,,,1000,,,0,6500.00,100.00,-100.00,0,1.78,0.09,-0.09,0,1.44,0.03,-0.03,0,0.104,0.052,-0.058,0,137.9400000,0.6810000,-0.6750000
129,DMPP-3 A b,Radial Velocity,2019,6.67320000,0.00110000,-0.00030000,0,0.066200,0.001300,-0.001300,0,1.410,,,0,2.58000,0.35000,-0.58000,0,0.140000,0.091000,-0.053000,0,,,,,854,,,0,5138.00,99.00,-99.00,0,0.91,0.02,-0.02,0,0.87,0.05,-0.05,0,-0.293,0.003,-0.003,0,45.2300000,1.6000000,-1.7200000
130,DMPP-4 b,Radial Velocity,2023,3.49820000,0.00220000,-0.23270000,0,0.048530,0.000360,-0.001970,0,3.530,,,0,12.20000,1.80000,-1.90000,0,0.063000,,,1,,,,,,,,,6400.00,50.00,-50.00,0,1.38,0.01,-0.01,0,1.25,0.02,-0.02,0,0.459,0.012,-0.012,0,25.3284000,0.0382000,-0.0380000
131,DP Leo b,Eclipse Timing Variations,2009,10220.00000000,730.00000000,-730.00000000,0,8.190000,0.390000,-0.390000,0,12.700,,,0,1995.88832,184.33363,-184.33363,0,0.390000,0.130000,-0.130000,0,,,,,,,,,13500.00,500.00,-500.00,0,0.01,,,0,0.69,,,0,-2.400,,,0,305.6840000,33.5540000,-27.6040000
132,DS Tuc A b,Transit,2019,8.13826800,0.00001100,-0.00001100,0,,,,,5.700,0.170,-0.170,0,413.17900,,,1,0.000000,,,0,115.83,,,0,850,,,0,5428.00,80.00,-80.00,0,0.96,0.03,-0.03,0,1.01,0.06,-0.06,0,-0.140,0.008,-0.008,0,44.0622000,0.0693000,-0.0691000
133,EPIC 201170410.02,Transit,2020,6.79870000,0.00010000,-0.00010000,0,0.034900,0.002700,-0.002200,0,1.047,0.276,-0.257,0,1.15000,,,0,0.000000,,,0,,,,,,,,,3648.00,172.00,-143.00,0,0.28,0.07,-0.07,0,0.29,0.10,-0.08,0,-1.900,,,0,134.0000000,45.8000000,-39.8000000
134,EPIC 201238110 b,Transit,2019,28.16560000,0.00270000,-0.00280000,0,,,,,1.870,0.200,-0.450,0,4.16000,,,0,,,,,,,,,,,,,3587.00,157.00,-157.00,0,0.37,0.09,-0.04,0,0.41,0.11,-0.05,0,-1.508,0.093,-0.118,0,159.2590000,1.4140000,-1.3900000
135,EPIC 201427007 b,Transit,2021,0.72091000,0.00014000,-0.00014000,0,,,,,1.500,0.200,-0.200,0,2.86000,,,0,,,,,,,,,,,,,5633.00,111.00,-111.00,0,0.94,0.09,-0.09,0,0.93,,,0,-0.049,,,0,706.3910000,16.7900000,-16.7900000
136,EPIC 201497682 b,Transit,2019,2.13174000,0.00022000,-0.00022000,0,,,,,0.692,0.059,-0.048,0,0.26000,,,0,,,,,,,,,,,,,4991.00,75.00,-100.80,0,0.55,0.02,-0.02,0,0.78,0.09,-0.17,0,-0.766,0.007,-0.007,0,253.0260000,1.6640000,-1.6640000
137,EPIC 201595106 b,Transit,2021,0.87721400,0.00006000,-0.00006000,0,,,,,1.300,0.100,-0.100,0,2.24000,,,0,,,,,,,,,1874,16,-16,0,5820.00,20.00,-20.00,0,0.93,0.06,-0.06,0,1.02,0.14,-0.12,0,-0.026,0.012,-0.021,0,232.1000000,2.7060000,-2.6460000
138,EPIC 201615463 c,Transit,2019,3.80464000,0.00091000,-0.00105000,0,,,,,1.220,0.210,-0.170,0,1.98000,,,0,,,,,,,,,,,,,5942.50,39.75,-26.17,0,1.60,0.01,-0.02,0,1.07,0.03,-0.03,0,0.458,0.012,-0.013,0,476.8820000,9.6920000,-9.3210000
139,EPIC 201754305 d,Transit,2019,2.71578000,0.00031000,-0.00031000,0,,,,,1.030,0.085,-0.086,0,1.08000,,,0,,,,,,,,,,,,,4761.00,50.00,-57.00,0,0.54,0.02,-0.01,0,0.67,0.03,-0.04,0,-0.761,0.012,-0.013,0,334.9670000,4.1785000,-4.1785000
140,EPIC 201757695.02,Transit,2020,2.04780000,0.00010000,-0.00010000,0,0.029600,0.000500,-0.000500,0,0.908,0.059,-0.064,0,0.68800,,,0,0.000000,,,0,,,,,,,,,4520.00,108.00,-54.00,0,0.66,0.04,-0.04,0,0.73,0.04,-0.05,0,-0.364,0.325,-0.955,0,577.6000000,33.2000000,-29.8000000
141,EPIC 201833600 c,Transit,2019,3.96151000,0.00046000,-0.00051000,0,,,,,1.000,0.120,-0.110,0,0.97200,,,0,,,,,,,,,,,,,4292.67,62.19,-62.19,0,0.63,0.04,-0.04,0,0.61,0.06,-0.06,0,-0.874,0.012,-0.012,0,257.4430000,3.2390000,-3.2390000
142,EPIC 201841433 b,Transit,2019,4.16980000,0.00010000,-0.00010000,0,0.035000,0.000900,-0.001000,0,1.040,0.037,-0.032,0,1.12000,,,0,,,,,,,,,,,,,5053.00,103.00,-166.00,0,0.63,0.04,-0.02,0,0.80,0.08,-0.16,0,-0.635,0.018,-0.019,0,436.4880000,8.1780010,-7.8880000
143,EPIC 205950854 c,Transit,2019,8.05072200,0.00007500,-0.00003800,0,,,,,1.310,0.144,-0.063,0,2.27000,,,0,,,,,,,,,961,20,-10,0,5502.70,101.00,-50.50,0,0.83,0.09,-0.04,0,0.88,0.06,-0.03,0,-0.176,0.009,-0.010,0,243.9350000,4.2390000,-4.0990000
144,EPIC 206024342 b,Transit,2019,4.50756000,0.00062000,-0.00060000,0,,,,,1.700,0.590,-0.310,0,3.53000,,,0,,,,,,,,,,,,,5724.00,72.00,-72.00,0,0.82,0.10,-0.04,0,0.93,0.08,-0.10,0,-0.170,0.011,-0.011,0,369.8880000,4.9900000,-4.8600000
145,EPIC 206024342 c,Transit,2021,0.91172400,0.00007600,-0.00007600,0,,,,,1.400,0.500,-0.500,0,2.54000,,,0,,,,,,,,,,,,,5724.00,72.00,-72.00,0,1.10,0.36,-0.36,0,0.93,0.08,-0.10,0,-0.170,0.011,-0.011,0,369.8880000,4.9900000,-4.8600000
146,EPIC 206024342 d,Transit,2021,14.64753100,0.00000410,-0.00000410,0,,,,,2.600,0.900,-0.900,0,7.27000,,,0,,,,,,,,,,,,,5724.00,72.00,-72.00,0,1.10,0.36,-0.36,0,0.93,0.08,-0.10,0,-0.170,0.011,-0.011,0,369.8880000,4.9900000,-4.8600000
